"","id","activity_date","total_steps","total_distance","tracker_distance","logged_activities_distance","very_active_distance","moderately_active_distance","light_active_distance","sedentary_active_distance","very_active_minutes","fairly_active_minutes","lightly_active_minutes","sedentary_minutes","calories","total_minutes","total_minutes_asleep"
"43",2347167796,"3/31/2016",6760,4.46999979,4.46999979,0,0,0,4.46999979,0,0,0,250,613,1929,863,643
"44",2347167796,"4/1/2016",8328,5.510000229,5.510000229,0,0,2,3.5,0,0,33,212,804,1935,1049,410
"45",2347167796,"4/2/2016",15459,10.22000027,10.22000027,0,3.589999914,0.810000002,5.820000172,0,51,16,327,583,2438,977,519
"46",2347167796,"4/3/2016",7485,4.949999809,4.949999809,0,0,0,4.949999809,0,0,0,324,491,2035,815,686
"47",2347167796,"4/4/2016",10254,6.800000191,6.800000191,0,1.419999957,1.230000019,4.159999847,0,21,25,231,638,2099,915,584
"48",2347167796,"4/5/2016",10114,6.820000172,6.820000172,0,1.639999986,0.479999989,4.679999828,0,18,9,269,696,2096,992,510
"49",2347167796,"4/6/2016",11107,7.340000153,7.340000153,0,0.899999976,2.75999999,3.680000067,0,14,46,196,759,2058,1015,483
"50",2347167796,"4/7/2016",10320,6.849999905,6.849999905,0,0.680000007,1.230000019,4.940000057,0,15,32,315,1002,2338,1364,86
"51",2347167796,"4/8/2016",10209,6.75,6.75,0,0.159999996,0.349999994,6.230000019,0,2,6,316,711,2104,1035,430
"52",2347167796,"4/9/2016",16081,10.63000011,10.63000011,0,1.25,1.820000052,7.559999943,0,16,32,401,970,2488,1419,25
"53",2347167796,"4/10/2016",10078,6.829999924,6.829999924,0,1.019999981,0.119999997,5.690000057,0,12,3,303,463,2164,781,727
"54",2347167796,"4/11/2016",10001,6.610000134,6.610000134,0,0.330000013,2.930000067,3.359999895,0,5,52,196,788,2009,1041,448
"55",3977333714,"4/1/2016",4499,3.00999999,3.00999999,0,0,0,3.00999999,0,0,0,168,842,1288,1010,565
"56",3977333714,"4/2/2016",7618,5.099999905,5.099999905,0,0,0.180000007,4.909999847,0,0,6,302,842,1490,1150,383
"57",3977333714,"4/3/2016",11508,7.699999809,7.699999809,0,2.170000076,0.839999974,4.690000057,0,29,22,282,748,1630,1081,504
"58",3977333714,"4/4/2016",11943,7.989999771,7.989999771,0,1.029999971,2.00999999,4.949999809,0,16,43,297,710,1648,1066,544
"59",3977333714,"4/5/2016",12303,8.229999542,8.229999542,0,1.710000038,1.350000024,5.170000076,0,26,32,291,605,1649,954,596
"60",3977333714,"4/6/2016",15425,10.31999969,10.31999969,0,1.620000005,1.820000052,6.869999886,0,24,45,331,614,1783,1014,556
"61",3977333714,"4/7/2016",8422,5.630000114,5.630000114,0,0,3.599999905,2.039999962,0,0,81,139,815,1431,1035,598
"62",3977333714,"4/8/2016",10226,6.840000153,6.840000153,0,0,4.440000057,2.400000095,0,0,101,174,685,1524,960,657
"63",3977333714,"4/9/2016",14583,9.760000229,9.760000229,0,2.480000019,1.74000001,5.53000021,0,35,36,254,697,1697,1022,567
"64",3977333714,"4/10/2016",3573,2.390000105,2.390000105,0,0.939999998,0.409999996,0.970000029,0,15,8,99,866,1232,988,611
"65",3977333714,"4/11/2016",3108,2.140000105,2.140000105,0,0.07,0.039999999,1.960000038,0,1,1,129,894,1223,1025,555
"66",4020332650,"3/12/2016",5543,3.970000029,3.970000029,0,0,0,3.960000038,0.01,0,0,254,757,2990,1011,484
"67",4020332650,"3/13/2016",3226,2.309999943,2.309999943,0,0,0,2.279999971,0,0,0,136,771,2480,907,569
"68",4020332650,"3/14/2016",3023,2.170000076,2.170000076,0,0,0,2.140000105,0,0,0,145,1005,2570,1150,316
"69",4020332650,"3/15/2016",5906,4.230000019,4.230000019,0,0,0.159999996,4.039999962,0,0,10,215,874,3016,1099,356
"70",4020332650,"3/16/2016",12483,8.989999771,8.989999771,0,1.450000048,0.569999993,6.900000095,0,25,14,309,599,3830,947,532
"71",4020332650,"3/17/2016",8940,6.409999847,6.409999847,0,0,0,0.610000014,0.039999999,0,0,47,986,3706,1033,442
"72",4020332650,"3/30/2016",5400,3.869999886,3.869999886,0,0,0,3.849999905,0,0,0,258,795,3418,1053,410
"73",4020332650,"3/31/2016",7428,5.329999924,5.329999924,0,0.870000005,0.920000017,3.50999999,0,18,33,261,860,3439,1172,281
"74",4020332650,"4/1/2016",5351,3.839999914,3.839999914,0,0.620000005,0.180000007,3.00999999,0,15,17,210,748,3338,990,474
"75",4020332650,"4/2/2016",4299,3.099999905,3.099999905,0,0.090000004,0.209999993,2.74000001,0.039999999,3,15,162,752,2892,932,518
"76",4020332650,"4/3/2016",6107,4.380000114,4.380000114,0,0,0,4.360000134,0,0,0,265,776,3313,1041,418
"77",4020332650,"4/4/2016",6429,4.599999905,4.599999905,0,0,0.949999988,3.650000095,0,0,28,193,741,3118,962,496
"78",4020332650,"4/6/2016",7476,5.360000134,5.360000134,0,0,0,5.309999943,0,0,0,263,920,3253,1183,276
"79",4020332650,"4/10/2016",5129,3.680000067,3.680000067,0,0.180000007,0.239999995,3.210000038,0.01,5,7,176,1178,2817,1366,74
"80",4020332650,"4/11/2016",2993,2.150000095,2.150000095,0,0,0,2.089999914,0,0,0,114,888,2507,1002,455
"81",4319703577,"3/29/2016",5643,3.789999962,3.789999962,0,0.230000004,0.330000013,3.230000019,0,3,8,199,683,1958,893,590
"82",4319703577,"3/30/2016",9043,6.070000172,6.070000172,0,0.25,0.430000007,5.369999886,0,4,12,244,702,2141,962,504
"83",4319703577,"3/31/2016",8144,5.460000038,5.460000038,0,0.25,0.610000014,4.610000134,0,4,17,247,1125,2129,1393,57
"84",4319703577,"4/1/2016",9343,6.269999981,6.269999981,0,0.959999979,0.850000024,4.460000038,0,14,20,268,654,2216,956,502
"85",4319703577,"4/2/2016",8405,5.659999847,5.659999847,0,1.129999995,0.189999998,4.340000153,0,15,4,257,621,2154,897,557
"86",4319703577,"4/3/2016",8223,5.519999981,5.519999981,0,0.800000012,1.50999999,3.210000038,0,12,37,257,551,2178,857,598
"87",4319703577,"4/4/2016",10067,6.760000229,6.760000229,0,0.360000014,1.419999957,4.96999979,0,5,39,313,578,2308,935,544
"88",4319703577,"4/5/2016",8359,5.630000114,5.630000114,0,0.230000004,0.529999971,4.869999886,0,3,14,311,638,2201,966,502
"89",4319703577,"4/6/2016",10946,7.349999905,7.349999905,0,0.540000021,2.089999914,4.71999979,0,8,51,308,569,2341,936,545
"90",4319703577,"4/7/2016",9130,6.150000095,6.150000095,0,0.5,0.379999995,5.269999981,0,7,11,304,668,2236,990,467
"91",4445114986,"3/29/2016",2303,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,155,807,2010,962,526
"92",4445114986,"3/31/2016",4804,3.220000029,3.220000029,0,0,0,3.220000029,0,0,0,238,786,2227,1024,479
"93",4445114986,"4/1/2016",3271,2.190000057,2.190000057,0,0,0,2.190000057,0,0,0,205,898,2133,1103,366
"94",4445114986,"4/2/2016",5406,3.630000114,3.630000114,0,0,0,3.609999895,0,0,0,273,672,2317,945,523
"95",4445114986,"4/5/2016",4239,2.839999914,2.839999914,0,0.059999999,0.239999995,2.529999971,0,1,6,235,702,2217,944,534
"96",4445114986,"4/6/2016",6911,4.78000021,4.78000021,0,2.319999933,0.100000001,2.359999895,0,28,2,215,745,2374,990,472
"97",4445114986,"4/7/2016",6667,4.610000134,4.610000134,0,2.019999981,0.050000001,2.549999952,0,24,1,208,939,2335,1172,277
"98",4445114986,"4/8/2016",5543,3.720000029,3.720000029,0,0,0,3.720000029,0,0,0,266,941,2303,1207,251
"99",4445114986,"4/9/2016",4195,2.809999943,2.809999943,0,0,0,2.809999943,0,0,0,239,758,2210,997,500
"100",4445114986,"4/10/2016",6625,4.449999809,4.449999809,0,0,0,4.449999809,0,0,0,316,755,2424,1071,396
"101",4445114986,"4/11/2016",5986,4.130000114,4.130000114,0,1.950000048,0.230000004,1.950000048,0,23,5,195,789,2297,1012,466
"102",4445114986,"4/12/2016",278,0.189999998,0.189999998,0,0,0,0.189999998,0,0,0,20,253,745,273,362
"103",4558609924,"4/2/2016",3183,2.099999905,2.099999905,0,0,0,2.099999905,0,0,0,173,1180,1680,1353,88
"104",4558609924,"4/3/2016",6176,4.079999924,4.079999924,0,0.07,0.25999999,3.75,0,1,7,269,886,1901,1163,280
"105",4702921684,"3/29/2016",6506,5.28000021,5.28000021,0,0.330000013,0.270000011,4.670000076,0,4,5,241,760,2886,1010,450
"106",4702921684,"3/30/2016",7583,6.150000095,6.150000095,0,0.25,0.550000012,5.349999905,0,3,13,227,742,2915,985,501
"107",4702921684,"3/31/2016",6963,5.650000095,5.650000095,0,0,0,5.650000095,0,0,0,256,759,2895,1015,430
"108",4702921684,"4/1/2016",7165,5.809999943,5.809999943,0,0,0.370000005,5.440000057,0,0,9,248,708,2923,965,501
"109",4702921684,"4/2/2016",10328,8.380000114,8.380000114,0,0,1.460000038,6.920000076,0,0,32,367,475,3323,874,595
"110",4702921684,"4/3/2016",12116,9.829999924,9.829999924,0,0.25,2.849999905,6.71999979,0,3,57,323,471,3357,854,614
"111",4702921684,"4/4/2016",7810,6.360000134,6.360000134,0,0.479999989,1.200000048,4.679999828,0,6,27,216,746,2931,995,469
"112",4702921684,"4/5/2016",6670,5.409999847,5.409999847,0,1.24000001,0.800000012,3.369999886,0,15,16,199,770,2848,1000,479
"113",4702921684,"4/6/2016",7605,6.179999828,6.179999828,0,0.330000013,0.209999993,5.630000114,0,4,4,248,708,2943,964,506
"114",4702921684,"4/7/2016",6585,5.340000153,5.340000153,0,0,0,5.340000153,0,0,0,210,770,2822,980,472
"115",4702921684,"4/8/2016",8184,6.639999866,6.639999866,0,0,0.620000005,5.949999809,0,0,15,247,808,2981,1070,395
"116",4702921684,"4/9/2016",14002,11.35999966,11.35999966,0,0.610000014,2.680000067,8.06000042,0,8,56,381,407,3597,852,803
"117",4702921684,"4/10/2016",11135,9.029999733,9.029999733,0,0.079999998,1.159999967,7.789999962,0,1,25,331,528,3224,885,581
"118",4702921684,"4/11/2016",6499,5.269999981,5.269999981,0,0,0,5.269999981,0,0,0,207,809,2677,1016,339
"119",5553957443,"4/1/2016",12409,8.100000381,8.100000381,0,2.900000095,0.629999995,4.579999924,0,51,12,235,782,2142,1080,384
"120",5553957443,"4/2/2016",2937,1.919999957,1.919999957,0,0,0,1.909999967,0,0,0,181,356,1615,537,1023
"121",5553957443,"4/3/2016",1515,0.99000001,0.99000001,0,0,0,0.99000001,0,0,0,93,507,1481,600,947
"122",5553957443,"4/4/2016",8921,5.880000114,5.880000114,0,2.069999933,0.439999998,3.359999895,0,27,8,198,754,1892,987,495
"123",5553957443,"4/5/2016",11306,7.380000114,7.380000114,0,2.309999943,0.980000019,4.090000153,0,40,26,218,772,2086,1056,432
"124",5553957443,"4/6/2016",12252,8,8,0,2.410000086,1.700000048,3.890000105,0,33,28,229,745,2044,1035,426
"125",5553957443,"4/7/2016",15444,10.07999992,10.07999992,0,3.269999981,1.730000019,5.079999924,0,51,39,243,731,2249,1064,416
"126",5553957443,"4/8/2016",9938,6.489999771,6.489999771,0,2.140000105,1.279999971,3.079999924,0,38,24,193,767,2019,1022,458
"127",5553957443,"4/9/2016",4599,3,3,0,0,0,3,0,0,0,176,578,1692,754,761
"128",5553957443,"4/10/2016",5594,3.650000095,3.650000095,0,0.280000001,1.480000019,1.889999986,0,4,25,150,552,1712,731,802
"129",5553957443,"4/11/2016",11906,7.769999981,7.769999981,0,2.25999999,1.519999981,3.99000001,0,32,27,234,688,2065,981,492
"130",5553957443,"4/12/2016",3436,2.24000001,2.24000001,0,0.5,0.670000017,1.049999952,0,7,11,50,61,633,129,384
"131",5577150313,"4/1/2016",10461,7.869999886,7.869999886,0,4.760000229,0.850000024,2.25,0,99,31,142,721,3625,993,460
"132",5577150313,"4/2/2016",14873,11.10999966,11.10999966,0,8.18999958,0.600000024,2.309999943,0,202,36,153,663,4430,1054,420
"133",5577150313,"4/3/2016",9917,7.409999847,7.409999847,0,1.99000001,0.970000029,4.440000057,0,58,27,240,700,3427,1025,447
"134",5577150313,"4/4/2016",7401,5.559999943,5.559999943,0,2.319999933,0.360000014,2.880000114,0,70,19,204,689,3492,982,488
"135",5577150313,"4/5/2016",8964,6.699999809,6.699999809,0,3.970000029,0.189999998,2.529999971,0,107,18,145,756,3597,1026,443
"136",5577150313,"4/6/2016",11080,8.300000191,8.300000191,0,3.130000114,1.370000005,3.809999943,0,83,52,190,695,3765,1020,453
"137",5577150313,"4/7/2016",4499,3.359999895,3.359999895,0,0.889999986,0.25999999,2.210000038,0,31,11,146,756,2775,944,544
"138",5577150313,"4/8/2016",4363,3.25999999,3.25999999,0,0.129999995,0.059999999,3.079999924,0,8,2,156,813,2486,979,471
"139",5577150313,"4/9/2016",10494,7.840000153,7.840000153,0,4.909999847,0.779999971,2.150000095,0,123,62,138,601,3817,924,535
"140",5577150313,"4/10/2016",9776,7.380000114,7.380000114,0,2.930000067,1.429999948,3.019999981,0,80,35,162,721,3378,998,476
"141",5577150313,"4/11/2016",2862,2.140000105,2.140000105,0,1.039999962,0.25,0.839999974,0,39,17,54,209,1511,319,358
"142",6117666160,"4/1/2016",7444,5.619999886,5.619999886,0,0,0,5.619999886,0,0,0,286,568,2210,854,625
"143",6117666160,"4/2/2016",19658,14.84000015,14.84000015,0,0.239999995,2.089999914,12.51000023,0,3,30,475,466,2884,974,478
"144",6117666160,"4/5/2016",9910,7.480000019,7.480000019,0,0,0,7.480000019,0,0,0,384,990,2445,1374,73
"145",6117666160,"4/6/2016",12409,9.369999886,9.369999886,0,0,0,9.369999886,0,0,0,491,388,2694,879,606
"146",6117666160,"4/7/2016",4853,3.660000086,3.660000086,0,0,0,3.660000086,0,0,0,156,770,1903,926,529
"147",6117666160,"4/9/2016",10789,8.149999619,8.149999619,0,0,0,8.149999619,0,0,0,506,413,2617,919,502
"148",6775888955,"4/1/2016",7225,5.179999828,5.179999828,0,1.730000019,1.269999981,2.180000067,0,25,50,163,1189,3065,1427,16
"149",6775888955,"4/2/2016",1988,1.429999948,1.429999948,0,0,0,1.429999948,0,0,0,79,909,2207,988,481
"150",6775888955,"4/6/2016",11761,8.430000305,8.430000305,0,1.309999943,2.440000057,4.679999828,0,24,99,300,550,3920,973,495
"151",6775888955,"4/7/2016",13987,10.02999973,10.02999973,0,2.869999886,3.339999914,3.819999933,0,46,114,250,739,3856,1149,309
"152",6962181067,"3/30/2016",15491,10.23999977,10.23999977,0,1.289999962,4.489999771,4.460000038,0,18,77,272,641,2244,1008,447
"153",6962181067,"3/31/2016",14097,9.319999695,9.319999695,0,3.5,1.919999957,3.900000095,0,50,32,234,595,2188,911,551
"154",6962181067,"4/1/2016",10467,6.980000019,6.980000019,0,0.699999988,2.430000067,3.849999905,0,9,45,252,602,2014,908,537
"155",6962181067,"4/2/2016",12437,8.300000191,8.300000191,0,3.75999999,1.289999962,3.24000001,0,50,24,219,732,2115,1025,432
"156",6962181067,"4/3/2016",12307,8.140000343,8.140000343,0,1.00999999,3.25999999,3.869999886,0,14,51,218,589,2055,872,604
"157",6962181067,"4/4/2016",18952,12.80000019,12.80000019,0,5.909999847,1.230000019,5.659999847,0,73,20,327,570,2437,990,439
"158",6962181067,"4/5/2016",12010,7.940000057,7.940000057,0,2.380000114,0.949999988,4.610000134,0,38,17,287,692,2158,1034,462
"159",6962181067,"4/6/2016",12480,8.859999657,8.25,3.97279501,4.179999828,0.689999998,4,0,55,14,276,593,2170,938,532
"160",6962181067,"4/7/2016",13417,9.649999619,8.869999886,1.926301956,3.390000105,1.25,4.909999847,0.100000001,45,16,284,665,2244,1010,437
"161",6962181067,"4/8/2016",14400,10.88000011,9.520000458,5.45686388,2.470000029,2.880000114,5.53000021,0,27,37,276,697,2188,1037,404
"162",6962181067,"4/9/2016",12495,8.260000229,8.260000229,0,2.210000038,1.090000033,4.960000038,0,33,19,324,609,2231,985,480
"163",6962181067,"4/10/2016",10148,6.710000038,6.710000038,0,1.360000014,0.219999999,5.130000114,0,19,7,306,679,2100,1011,444
"164",6962181067,"4/11/2016",12362,9.090000153,8.170000076,2.696455002,1.090000033,2.730000019,5.269999981,0,21,38,297,678,2188,1034,419
"165",6962181067,"4/12/2016",5893,3.900000095,3.900000095,0,2.880000114,0.560000002,0.460000008,0,43,9,48,146,917,246,411
"166",7007744171,"4/2/2016",10976,7.340000153,7.340000153,0,0.550000012,0.670000017,6.130000114,0,9,16,271,1075,2575,1371,84
"167",7007744171,"4/3/2016",16806,11.23999977,11.23999977,0,6.409999847,1.370000005,3.470000029,0,104,31,230,1002,3086,1367,76
"168",7007744171,"4/5/2016",12084,9.140000343,8.079999924,4.836380005,4.389999866,0.460000008,4.289999962,0,50,6,284,1030,2676,1370,74
"169",7007744171,"4/7/2016",14100,10.57999992,9.430000305,4.875989914,5.099999905,1.190000057,4.28000021,0,61,33,265,1015,2840,1374,69
"170",7086361926,"4/1/2016",11463,7.670000076,7.670000076,0,2.829999924,1.889999986,2.930000067,0,38,30,154,777,2496,999,475
"171",7086361926,"4/2/2016",87,0.02,0.02,0,0,0,0.01,0,0,0,2,872,1641,874,580
"172",7086361926,"4/5/2016",7478,4.989999771,4.989999771,0,1.799999952,0.529999971,2.609999895,0.029999999,25,33,132,1159,2439,1349,93
"173",7086361926,"4/6/2016",7352,4.730000019,4.730000019,0,1.409999967,0.779999971,2.529999971,0,19,14,124,814,2233,971,485
"174",7086361926,"4/7/2016",14604,10.81999969,10.81999969,0,7.230000019,1.120000005,2.430000067,0.029999999,76,30,127,695,2862,928,521
"175",7086361926,"4/8/2016",9634,6.519999981,6.519999981,0,2.5,1.399999976,2.589999914,0,50,48,140,797,2752,1035,421
"176",7086361926,"4/9/2016",7338,4.670000076,4.670000076,0,1.080000043,0.129999995,3.460000038,0,27,5,204,717,2519,953,512
"177",7086361926,"4/10/2016",569,0.349999994,0.349999994,0,0,0,0.340000004,0,0,0,27,1368,1799,1395,54
"178",7086361926,"4/11/2016",6242,3.920000076,3.920000076,0,0.74000001,0.230000004,2.930000067,0,46,22,126,741,2543,935,513
"179",7086361926,"4/12/2016",430,0.25999999,0.25999999,0,0,0,0.25999999,0,0,0,14,75,625,89,424
"180",8378563200,"4/1/2016",14179,11.23999977,11.23999977,0,6.230000019,1.059999943,3.960000038,0,73,21,195,719,3669,1008,460
"181",8378563200,"4/2/2016",3358,2.660000086,2.660000086,0,0,0,2.660000086,0,0,0,144,657,2702,801,703
"182",8378563200,"4/3/2016",9152,7.260000229,7.260000229,0,1.99000001,0.819999993,4.449999809,0,25,13,243,600,3304,881,592
"183",8378563200,"4/4/2016",13935,11.05000019,11.05000019,2.092147112,4.090000153,0.790000021,6.170000076,0,105,16,220,658,4234,999,465
"184",8378563200,"4/5/2016",12846,10.18999958,10.18999958,2.253081083,5,0.75,4.440000057,0,113,15,189,686,4128,1003,464
"185",8378563200,"4/6/2016",9124,7.239999771,7.239999771,2.092147112,0,0.25,6.989999771,0,55,6,230,728,3798,1019,443
"186",8378563200,"4/7/2016",9725,7.710000038,7.710000038,2.253081083,2.410000086,0.529999971,4.769999981,0,83,11,181,670,3839,945,540
"187",8378563200,"4/8/2016",8350,6.619999886,6.619999886,2.092147112,1.49000001,0.529999971,4.610000134,0,72,10,167,868,3713,1117,344
"188",8378563200,"4/9/2016",2240,1.779999971,1.779999971,0,0,0,1.779999971,0,0,0,110,843,2606,953,574
"189",8378563200,"4/10/2016",2631,2.089999914,2.089999914,0,0,0,2.089999914,0,0,0,117,727,2624,844,626
"190",8378563200,"4/11/2016",8837,7.010000229,7.010000229,2.092147112,1.539999962,0.879999995,4.590000153,0,74,17,182,811,3775,1084,385
"191",8378563200,"4/12/2016",3246,2.569999933,2.569999933,2.253081083,0.829999983,0.709999979,1.029999971,0,65,15,49,243,1882,372,265
"192",8792009665,"4/1/2016",4592,2.940000057,2.940000057,0,0.100000001,0.140000001,2.700000048,0,4,8,176,748,2260,936,534
"193",8792009665,"4/3/2016",7238,4.630000114,4.630000114,0,0.109999999,0.230000004,4.289999962,0,2,6,279,636,2667,923,564
"194",8792009665,"4/4/2016",3821,2.450000048,2.450000048,0,0,0.219999999,2.230000019,0,0,9,161,675,2229,845,630
"195",8792009665,"4/5/2016",2332,1.49000001,1.49000001,0,0.01,0.180000007,1.299999952,0,1,10,111,904,2100,1026,455
"196",8792009665,"4/6/2016",2121,1.360000014,1.360000014,0,0,0,1.360000014,0,0,0,122,855,2114,977,507
"197",8792009665,"4/7/2016",1291,0.829999983,0.829999983,0,0,0,0.829999983,0,0,0,77,888,1961,965,510
"198",8792009665,"4/8/2016",1467,0.939999998,0.939999998,0,0.100000001,0.209999993,0.629999995,0,2,8,71,912,1953,993,478
"199",8792009665,"4/9/2016",1022,0.649999976,0.649999976,0,0,0,0.649999976,0,0,0,63,739,1890,802,678
